"","species_code","scientific_name","common_name"
"1024",68060,"Cancer gracilis","graceful rock crab"
"1025",68065,"Xanthidae","Xanthidae"
"1026",68072,"Pinnixa occidentalis","pea crab"
"1027",68100,"Mursia gaudichaudii","Mursia gaudichaudii"
"1028",68500,"Majidae (family)","spider crabs unid."
"1029",68502,"Oregonia bifurca","split-nose decorator crab"
"1030",68510,"Oregonia gracilis","graceful decorator crab"
"1031",68515,"Loxorhynchus crispatus","spider crab"
"1032",68520,"Chorilia longipes","longhorned decorator crab"
"1033",68541,"Chionoecetes (genus)","Tanner crab unid."
"1034",68550,"Chionoecetes tanneri","grooved Tanner crab"
"1035",68560,"Chionoecetes bairdi","Tanner crab"
"1036",68570,"Chionoecetes angulatus","triangle Tanner crab"
"1037",68577,"Hyas coarctatus","circumboreal toad crab"
"1038",68578,"Hyas lyratus","Pacific lyre crab"
"1039",68580,"Chionoecetes opilio","snow crab"
"1040",68590,"Chionoecetes hybrid","hybrid Tanner crab"
"1041",68781,"Telmessus cheiragonus","helmet crab"
"1042",69000,"Anomura","Anomura"
"1043",69010,"Paguridae (family)","hermit crab unid."
"1044",69011,"Discorsopagurus schmitti","Discorsopagurus schmitti"
"1045",69013,"Paguristes turgidus","Paguristes turgidus"
"1046",69035,"Pagurus sp.","Pagurus sp."
"1047",69042,"Pagurus brandti","sponge hermit"
"1048",69060,"Pagurus aleuticus","Aleutian hermit"
"1049",69061,"Labidochirus splendescens","splendid hermit"
"1050",69070,"Pagurus confragosus","knobbyhand hermit"
"1051",69080,"Pagurus cornutus","hornyhand hermit"
"1052",69082,"Pagurus dalli","whiteknee hermit"
"1053",69085,"Pagurus kennerlyi","bluespine hermit"
"1054",69086,"Pagurus trigonocheirus","fuzzy hermit crab"
"1055",69090,"Pagurus ochotensis","Alaskan hermit"
"1056",69095,"Pagurus rathbuni","longfinger hermit"
"1057",69100,"Pagurus tanneri","longhand hermit"
"1058",69110,"Elassochirus tenuimanus","widehand hermit crab"
"1059",69120,"Pagurus capillatus","hairy hermit crab"
"1060",69121,"Elassochirus cavimanus","purple hermit"
"1061",69122,"Elassochirus gilli","Pacific red hermit"
"1062",69123,"Elassochirus sp.","Elassochirus sp."
"1063",69200,"Parapagurus pliosimanus","Parapagurus pliosimanus"
"1064",69250,"Lithodidae (family)","stone crab unid."
"1065",69260,"Lopholithodes (genus)","box crab unid."
"1066",69270,"Lopholithodes foraminatus","brown box crab"
"1067",69280,"Lopholithodes mandtii","red box crab"
"1068",69285,"Acantholithodes hispidus","fuzzy crab"
"1069",69290,"Lithodes sp.","Lithodes sp."
"1070",69300,"Lithodes couesi","scarlet king crab"
"1071",69310,"Lithodes aequispinus","golden king crab"
"1072",69312,"Dermaturus mandtii","wrinkled crab"
"1073",69314,"Hapalogaster mertensii","Hapalogaster mertensii"
"1074",69315,"Hapalogaster sp.","Hapalogaster sp."
"1075",69316,"Hapalogaster grebnitzkii","soft crab"
"1076",69317,"Rhinolithodes wosnessenskii","rhinoceros crab"
"1077",69318,"Phyllolithodes papillosus","flatspine triangle crab"
"1078",69321,"Paralithodes sp.","Paralithodes sp."
"1079",69322,"Paralithodes camtschaticus","red king crab"
"1080",69323,"Paralithodes platypus","blue king crab"
"1081",69324,"Paralithodes brevipes","Brown king crab"
"1082",69325,"Paralithodes californiensis","California king crab"
"1083",69326,"Paralithodes rathbuni","Paralithodes rathbuni"
"1084",69328,"Cryptolithodes typicus","butterfly crab"
"1085",69329,"Cryptolithodes sp.","Cryptolithodes sp."
"1086",69330,"Paralomis sp.","Paralomis sp."
"1087",69331,"Paralomis verrilli","Paralomis verrilli"
"1088",69335,"Paralomis multispina","many spine spider crab"
"1089",69336,"Placetron wosnessenskii","scaled crab"
"1090",69341,"Neolithodes diomedeae","Neolithodes diomedeae"
"1091",69400,"Erimacrus isenbeckii","horsehair crab"
"1092",69520,"Hyas sp.","Hyas sp."
"1093",69530,"Pugettia sp.","kelp crab"
"1094",69531,"Pugettia gracilis","graceful kelp crab"
"1095",69540,"Scyra acutifrons","Scyra acutifrons"
"1096",69550,"Galatheidae (family)","galatheid crab unid."
"1097",69552,"Munidopsis (genus)","Munidopsis sp."
"1098",69554,"Chirostylus sp.","Chirostylus sp."
"1099",69556,"Munida quadrispina","pinchbug"
"1100",69557,"Albuneidae","mole crab"
"1101",69560,"Stereomastis sculpta","deep-sea lobster"
"1102",69642,"Calastacus investigatoris","Calastacus investigatoris"
"1103",69650,"Callianassa sp.","Callianassa sp."
"1104",69651,"Neotrypaea gigas","giant ghost shrimp"
"1105",69652,"Callianassa goniophthalma","Callianassa goniophthalma"
"1106",69653,"Callianassa californiensis","ghost shrimp"
"1107",69655,"Upogebia pugettensis","blue mud shrimp"
"1108",69900,"Pycnogonida (class)","sea spider unid."
"1109",69910,"Colossendeis sp.","Colossendeis sp."
"1110",69911,"Colossendeis dofleini","Colossendeis dofleini"
"1111",70000,"Mollusca (phylum)","mollusk unid."
"1112",70050,"Aplacophora (class)","solenogaster unidentified"
"1113",70060,"Neomenia sp.","Neomenia sp."
"1114",70100,"Polyplacophora (class)","chiton unid."
"1115",70108,"Cryptochiton stelleri","giant Pacific chiton"
"1116",70110,"Lepidozona trifida","Lepidozona trifida"
"1117",70111,"Lepidozona beringiana","Lepidozona beringiana"
"1118",70112,"Lepidozona abyssicola","Lepidozona abyssicola"
"1119",70113,"Lepidozona sp.","Lepidozona sp."
"1120",70115,"Amicula vestita","Amicula vestita"
"1121",70119,"Placiphorella sp.","Placiphorella sp."
"1122",70121,"Placiphorella atlantica","Placiphorella atlantica"
"1123",70122,"Placiphorella pacifica","Placiphorella pacifica"
"1124",70124,"Leptochiton sp.","Leptochiton sp."
"1125",70125,"Leptochiton alveolus","Leptochiton alveolus"
"1126",70126,"Mopalia swanii","Mopalia swanii"
"1127",70127,"Leptochiton belknapi","Leptochiton belknapi"
"1128",71001,"gastropod eggs","snail  eggs"
"1129",71002,"Buccinum sp. eggs","Buccinum sp. eggs"
"1130",71003,"Fusitriton oregonensis eggs","Fusitriton oregonensis eggs"
"1131",71004,"Neptunea sp. eggs","Neptunea sp. eggs"
"1132",71010,"Nudibranchia (order)","nudibranch unid."
"1133",71011,"Onchidoris bilamellata","barnacle-eating onchidoris"
"1134",71012,"Tochuina tetraquetra","giant orange tochui"
"1135",71013,"Hermissenda crassicornis","thick-horned aeolid"
"1136",71014,"Acanthodoris nanaimoensis","Nanaimo dorid"
"1137",71015,"Cadlina luteomarginata","yellow-edged cadlina"
"1138",71016,"Diaulula sandiegensis","Diaulula sandiegensis"
"1139",71018,"Dendronotus sp.","Dendronotus sp."
"1140",71020,"Dendronotus dalli","Dall's dendronotid"
"1141",71021,"Dendronotus frondosus","frond-aeolis"
"1142",71022,"Dendronotus subramosus","stubby frond-aeolis"
"1143",71025,"Tritonia sp.","Tritonia sp."
"1144",71030,"Tritonia diomedea","rosy tritonia"
"1145",71050,"Triopha catalinae","sea-clown triopha"
"1146",71055,"Archidoris montereyensis","Monterey dorid"
"1147",71080,"Armina californica","California armina"
"1148",71152,"Issena sp.","Issena sp."
"1149",71202,"Chlamylla sp.","Chlamylla sp."
"1150",71230,"Anisodoris nobilis","Pacific sea lemon"
"1151",71250,"Dorididae (family)","dorid nudibranch unid."
"1152",71260,"Archidoris odhneri","white night doris"
"1153",71291,"Pleurobranchaea californica","California sea slug"
"1154",71349,"Cranopsis sp.","puncturella"
"1155",71350,"Cranopsis major","great puncturella"
"1156",71351,"Puncturella rothi","Puncturella rothi"
"1157",71400,"Acmaea sp.","Acmaea sp."
"1158",71405,"Gastropoda (class)","limpet unid."
"1159",71500,"Gastropoda (class)","snail unid."
"1160",71501,"Carinariidae","Carinariidae"
"1161",71504,"Asterophila japonica","Asterophila japonica"
"1162",71510,"Naticidae","moonsnails"
"1163",71515,"Bulbus fragilis","fragile moonsnail"
"1164",71516,"Euspira sp.","Euspira sp."
"1165",71525,"Natica sp.","Natica sp."
"1166",71526,"Cryptonatica affinis","Arctic moonsnail"
"1167",71530,"Natica clausa","Natica clausa"
"1168",71535,"Cryptonatica aleutica","Aleutian moonsnail"
"1169",71537,"Cryptonatica russa","rusty moonsnail"
"1170",71540,"Muricidae","Muricidae"
"1171",71541,"Nucella canaliculata","channelled dogwinkle"
"1172",71542,"Nucella lamellosa","frilled dogwinkle"
"1173",71570,"Euspira lewisii","Euspira lewisii"
"1174",71575,"Euspira sp.","Euspira sp."
"1175",71580,"Euspira pallida","pale moonsnail"
"1176",71584,"Lamellaria sp.","Lamellaria sp."
"1177",71585,"Onchidiopsis glacialis","icy lamellaria"
"1178",71586,"Capulacmaea commoda","widemouth lamellaria"
"1179",71590,"Onchidiopsis sp.","Onchidiopsis sp."
"1180",71631,"Tachyrhynchus sp.","Tachyrhynchus sp."
"1181",71634,"Tachyrhynchus erosus","eroded turretsnail"
"1182",71635,"Tachyrhynchus reticulatus","reticulated turretsnail"
"1183",71640,"Crepidula sp.","slipper shell"
"1184",71681,"Crepidula grandis","great slippersnail"
"1185",71700,"Gastropoda (class)","whelk unid."
"1186",71710,"Colus sp.","Colus sp."
"1187",71715,"Colus calathus","Colus calathus"
"1188",71718,"Colus periscelidus","garter whelk"
"1189",71719,"Colus jordani","Colus jordani"
"1190",71721,"Colus herendeenii","thin-ribbed whelk"
"1191",71722,"Colus hypolispus","Colus hypolispus"
"1192",71723,"Colus ombronius","shady whelk"
"1193",71724,"Colus roseus","rosy whelk"
"1194",71725,"Colus esychus","Colus esychus"
"1195",71726,"Colus spitzbergensis","thick-ribbed whelk"
"1196",71727,"Colus georgianus","Colus georgianus"
"1197",71728,"Colus tahwitanus","Colus tahwitanus"
"1198",71730,"Colus aphelus","oblique whelk"
"1199",71731,"Colus halli","shrew whelk"
"1200",71732,"Colus datuzenbergii","Colus datuzenbergii"
"1201",71733,"Colus bristolensis","Colus bristolensis"
"1202",71734,"Colus trophius","Colus trophius"
"1203",71740,"Japelion aleutica","Japelion aleutica"
"1204",71741,"Japelion sp.","Japelion sp."
"1205",71748,"Habevolutopsius hirasei","Habevolutopsius hirasei"
"1206",71749,"Pyrulofusus dexius","Pyrulofusus dexius"
"1207",71750,"Volutopsius sp.","Volutopsius sp."
"1208",71751,"Volutopsius sp. eggs","Volutopsius sp. eggs"
"1209",71753,"Pyrulofusus deformis","warped whelk"
"1210",71755,"Pyrulofusus harpa","left-hand whelk"
"1211",71756,"Volutopsius fragilis","fragile whelk"
"1212",71757,"Volutopsius regularis","regular whelk"
"1213",71759,"Volutopsius filosus","threaded whelk"
"1214",71760,"Volutopsius castaneus","volute whelk"
"1215",71761,"Pyrulofusus melonis","Pyrulofusus melonis"
"1216",71762,"Volutopsius simplex","simple whelk"
"1217",71763,"Volutopsius stefanssoni","shouldered whelk"
"1218",71764,"Volutopsius middendorffii","tulip whelk"
"1219",71765,"Volutopsius trophonius","frilled whelk"
"1220",71766,"Volutopsius pallidus","Volutopsius pallidus"
"1221",71769,"Beringius sp.","Beringius sp."
"1222",71770,"Beringius kennicottii","Beringius kennicottii"
"1223",71771,"Beringius frielei","Beringius frielei"
"1224",71772,"Beringius beringii","Beringius beringii"
"1225",71773,"Beringius aleuticus","Beringius aleuticus"
"1226",71774,"Beringius stimpsoni","Beringius stimpsoni"
"1227",71775,"Beringius crebricostatus","thick-cord whelk"
"1228",71776,"Beringius undatus","Beringius undatus"
"1229",71777,"Beringius sp. eggs","Beringius sp. eggs"
"1230",71778,"Beringius sp. A (McLean and Clark)","Baxter's Beringius"
"1231",71779,"Beringius sp. B (McLean and Clark)","two-channeled Beringius"
"1232",71790,"Neoberingius sp.","Neoberingius sp."
"1233",71795,"Calinaticina oldroyi","Calinaticina oldroyi"
"1234",71800,"Neptunea sp.","Neptunea sp."
"1235",71802,"Neptunea phoenicia","Neptunea phoenicia"
"1236",71810,"Neptunea amianta","white neptune"
"1237",71811,"Neptunea smirnia","Neptunea smirnia"
"1238",71820,"Neptunea pribiloffensis","Pribilof whelk"
"1239",71822,"Neptunea tabulata","tabled whelk"
"1240",71835,"Neptunea borealis","Neptunea borealis"
"1241",71840,"Neptunea middendorffii","Neptunea middendorffii"
"1242",71850,"Neptunea eulimata","Neptunea eulimata"
"1243",71860,"Neptunea neptunea","Neptunea neptunea"
"1244",71865,"Neptunea amianta","Neptunea amianta"
"1245",71866,"Neptunea stilesi","Neptunea stilesi"
"1246",71870,"Neptunea lyrata","lyre whelk"
"1247",71880,"Neptunea vermii","Neptunea vermii"
"1248",71881,"Neptunea ithia","Neptunea ithia"
"1249",71882,"Neptunea ventricosa","fat whelk"
"1250",71883,"Neptunea insularis","Neptunea insularis"
"1251",71884,"Neptunea heros","Neptunea heros"
"1252",71886,"Clinopegma magnum","helmet whelk"
"1253",71890,"Plicifusus sp.","Plicifusus sp."
"1254",71891,"Plicifusus kroyeri","Plicifusus kroyeri"
"1255",71892,"Plicifusus incisus","Plicifusus incisus"
"1256",71893,"Plicifusus brunneus","brown whelk"
"1257",71894,"Plicifusus verkruzeni","Plicifusus verkruzeni"
"1258",71895,"Volutopsius callorhinus","Volutopsius callorhinus"
"1259",71896,"Plicifusus oceanodromae","seahorse whelk"
"1260",71900,"Plicifusus griseus","gray whelk"
"1261",71901,"Sulcosinus taphrius","sulcated whelk"
"1262",71904,"Exilioidea rectirostris","Exilioidea rectirostris"
"1263",71905,"Exilioidea kelseyi","Exilioidea kelseyi"
"1264",71906,"Mohnia robusta","Mohnia robusta"
"1265",71910,"Liomesus sp.","Liomesus sp."
"1266",71911,"Liomesus ooides","egg whelk"
"1267",71912,"Pseudoliomesus canaliculatus","Pseudoliomesus canaliculatus"
"1268",71960,"Ancistrolepis sp.","Ancistrolepis sp."
"1269",72019,"Antiplanes sp.","Antiplanes sp."
"1270",72020,"Antiplanes perversa","Antiplanes perversa"
"1271",72021,"Antiplanes thalea","Antiplanes thalea"
"1272",72022,"Antiplanes piona","Antiplanes piona"
"1273",72059,"Aforia sp.","Aforia sp."
"1274",72060,"Aforia goodei","Aforia goodei"
"1275",72063,"Aforia circinata","keeled aforia"
"1276",72065,"Boreoscala greenlandica","Greenland wentletrap"
"1277",72100,"Oenopota sp.","Oenopota sp."
"1278",72103,"Oenopota harpa","Oenopota harpa"
"1279",72181,"Obesotoma simplex","Obesotoma simplex"
"1280",72300,"Trichotropidae","Trichotropidae"
"1281",72303,"Trichotropis insignis","gray hairysnail"
"1282",72304,"Neoiphinoe coronata","crowned hairysnail"
"1283",72305,"Trichotropis bicarinata","two-keel hairysnail"
"1284",72370,"Neoiphinoe kroeyeri","Kroyer's hairy snail"
"1285",72380,"Torellia ammonia","rams-horn hairysnail"
"1286",72395,"Scabrotrophon scitulus","spiny trophon"
"1287",72403,"Boreotrophon coronatus","Boreotrophon coronatus"
"1288",72406,"Boreotrophon clathratus","clathrate trophon"
"1289",72407,"Boreotrophon stuarti","winged trophon"
"1290",72420,"Boreotrophon sp.","Boreotrophon sp."
"1291",72421,"Boreotrophon pacificus","Boreotrophon pacificus"
"1292",72423,"Ceratostoma foliatum","foliate thornmouth"
"1293",72500,"Fusitriton oregonensis","Oregon triton"
"1294",72501,"Fusitriton sp.","Fusitriton sp."
"1295",72510,"Trochidae (family)","trochid unid."
"1296",72511,"Calliostoma sp.","Calliostoma sp."
"1297",72512,"Calliostoma platinum","silvery topsnail"
"1298",72515,"Tegula pulligo","Tegula pulligo"
"1299",72520,"Bathybembix bairdii","Bathybembix bairdii"
"1300",72525,"Cidarina cidaris","Cidarina cidaris"
"1301",72531,"Margarites sp.","Margarites sp."
"1302",72532,"Margarites pupillus","little margarite"
"1303",72533,"Margarites giganteus","giant margarite"
"1304",72534,"Margarites argentatus","Margarites argentatus"
"1305",72535,"Margarites costalis","boreal rosy margarite"
"1306",72540,"Solariella sp.","Solariella sp."
"1307",100004,"Mix2","Mix2"
"1308",72541,"Solariella obscura","obscure solarelle"
"1309",72543,"Solariella varicosa","varicose solarelle"
"1310",72544,"Solariella nuda","naked solarelle"
"1311",72738,"Buccinum bulimuloideum","Buccinum bulimuloideum"
"1312",72739,"Buccinum picturatum","Buccinum picturatum"
"1313",72740,"Buccinum sp.","Buccinum sp."
"1314",72741,"Buccinum polium","Buccinum polium"
"1315",72742,"Buccinum ochotense","Okhotsk whelk"
"1316",72743,"Buccinum angulosum","angular whelk"
"1317",72744,"Buccinum fringillum","finch whelk"
"1318",72745,"Buccinum sigmatopleura","wavy whelk"
"1319",72746,"Buccinum simulatum","Buccinum simulatum"
"1320",72747,"Buccinum oedematum","swollen whelk"
"1321",72748,"Buccinum eugrammatum","lirate whelk"
"1322",72749,"Buccinum viridum","turban whelk"
"1323",72750,"Buccinum strigillatum","Buccinum strigillatum"
"1324",72751,"Buccinum plectrum","sinuous whelk"
"1325",72752,"Buccinum scalariforme","ladder whelk"
"1326",72753,"Buccinum aleuticum","Aleut whelk"
"1327",72754,"Buccinum cnismatum","scratched whelk"
"1328",72755,"Buccinum polare","polar whelk"
"1329",72756,"Buccinum solenum","Buccinum solenum"
"1330",72757,"Buccinum ciliatum","Buccinum ciliatum"
"1331",72758,"Buccinum glaciale","glacial whelk"
"1332",72759,"Buccinum tenellum","Buccinum tenellum"
"1333",72760,"Buccinum castaneum","chestnut whelk"
"1334",72761,"Searlesia dira","dire whelk"
"1335",72762,"Bathybuccinum clarki","Roger's buccinid"
"1336",72763,"Bathybuccinum sp.","Bathybuccinum sp."
"1337",72764,"Bathybuccinum ovulum","Bathybuccinum ovulum"
"1338",72765,"Buccinum sp. A (McLean and Clark)","Katherine's whelk"
"1339",72767,"Retifusus sp.","Retifusus sp."
"1340",72789,"Arctomelon sp.","Arctomelon sp."
"1341",72790,"Arctomelon stearnsii","Alaska volute"
"1342",72791,"Arctomelon borealis","Arctomelon borealis"
"1343",72795,"Volutomitra alaskana","Volutomitra alaskana"
"1344",72800,"Velutina undata","wavy lamellaria"
"1345",72801,"Velutina nana","Velutina nana"
"1346",72802,"Velutina plicatilis","oblique lamellaria"
"1347",72803,"Velutina conica","conical lamellaria"
"1348",72804,"Velutina prolongata","elongate lamellaria"
"1349",72805,"Velutina velutina","smooth lamellaria"
"1350",72806,"Velutina sp.","Velutina sp."
"1351",73183,"Admete virdula","northern admete"
"1352",73185,"Admete laevior","Admete laevior"
"1353",73186,"Admete regina","noble admete"
"1354",73351,"Cylichna alba","white chalice-bubble"
"1355",74000,"Bivalvia (class)","bivalve unid."
"1356",74001,"Acharax johnsoni","Acharax johnsoni"
"1357",74050,"Mytilidae (family)","mussel unid."
"1358",74060,"Modiolus modiolus","northern horsemussel"
"1359",74065,"Mytilus sp.","Mytilus sp."
"1360",74070,"Mytilus californianus","California mussel"
"1361",74080,"Mytilus edulis","blue mussel"
"1362",74100,"Pectinidae (family)","scallop unid."
"1363",74103,"Chlamys albida","white scallop"
"1364",74104,"Chlamys sp.","Chlamys sp."
"1365",74105,"Chlamys behringiana","Iceland scallop"
"1366",74106,"Chlamys rubida","reddish scallop"
"1367",74107,"Chlamys hastata","spiny scallop"
"1368",74109,"Chlamys erythocomata","Chlamys erythocomata"
"1369",74112,"Chlamys pseudoislandica","false Iceland scallop"
"1370",74120,"Patinopecten caurinus","weathervane scallop"
"1371",74130,"Crassadoma gigantea","giant rock-scallop"
"1372",74150,"Delectopecten randolphi","Randolph scallop"
"1373",74171,"Delectopecten vancouverensis","Vancouver scallop"
"1374",74175,"Parvamussium alaskense","Alaska glass scallop"
"1375",74176,"Cyclopecten sp.","Cyclopecten sp."
"1376",74177,"Cyclopecten davidsoni","salmon glass-scallop"
"1377",74301,"Panopea abrupta","Pacific geoduck"
"1378",74310,"Hiatella sp.","Hiatella sp."
"1379",74311,"Hiatella arctica","Arctic hiatella"
"1380",74320,"Panomya arctica","Panomya arctica"
"1381",74321,"Panomya sp.","Panomya sp."
"1382",74325,"Solemya sp.","awning clam"
"1383",74326,"Solemya reidi","gutless awning clam"
"1384",74333,"Nucula tenuis","smooth nutclam"
"1385",74342,"Acila castrensis","divaricate nutclam"
"1386",74412,"Megayoldia sp.","Megayoldia sp."
"1387",74414,"Yoldia sp.","Yoldia sp."
"1388",74415,"Yoldia montereyensis","Yoldia montereyensis"
"1389",74416,"Yoldia seminuda","crisscrossed yoldia"
"1390",74417,"Yoldia myalis","oval yoldia"
"1391",74419,"Yoldia thraciaeformis","broad yoldia"
"1392",74420,"Yoldia hyperborea","northern yoldia"
"1393",74421,"Portlandia sp.","Portlandia sp."
"1394",74425,"Yoldiella sp.","Yoldiella sp."
"1395",74435,"Nuculana sp.","Nuculana sp."
"1396",74436,"Nuculana pernula","northern nutclam"
"1397",74439,"Nuculana fossa","trenched nutclam"
"1398",74440,"Nuculana buccata","stout nutclam"
"1399",74481,"Limopsis akutanica","Akutan limops"
"1400",74482,"Empleconia vaginata","vaginated limops"
"1401",74490,"Samacar sp.","Samacar sp."
"1402",74552,"Solamen columbianum","British Columbia crenella"
"1403",74560,"Musculus sp.","Musculus sp."
"1404",74561,"Musculus niger","black mussel"
"1405",74562,"Musculus discors","discordant mussel"
"1406",74563,"Musculus olivaceus","Musculus olivaceus"
"1407",74564,"Crenella seminuda","partly-sculptured crenella"
"1408",74639,"Astarte crenata","crenulate astarte"
"1409",74640,"Astarte sp.","Astarte sp."
"1410",74641,"Astarte borealis","boreal astarte"
"1411",74642,"Astarte polaris","polar astarte"
"1412",74643,"Astarte elliptica","elliptical astarte"
"1413",74644,"Tridonta rollandi","Rolland tridonta"
"1414",74650,"Cardita sp.","Cardita sp."
"1415",74653,"Cyclocardia ventricosa","stout cyclocardia"
"1416",74654,"Cyclocardia crassidens","thick carditid"
"1417",74655,"Cyclocardia crebricostata","many-rib cyclocardia"
"1418",74656,"Cyclocardia sp.","Cyclocardia sp."
"1419",74712,"Vesicomya pacifica","Vesicomya pacifica"
"1420",74801,"Lasaeidae","Lasaeidae"
"1421",74802,"Kellia suborbicularis","suborbicular kellyclam"
"1422",74803,"Kellia laperousii","La Perouse kellyclam"
"1423",74980,"Clinocardium sp.","Clinocardium sp."
"1424",74981,"Bivalvia (class)","cockle unid."
"1425",74982,"Clinocardium nuttallii","Nuttall cockle"
"1426",74983,"Clinocardium ciliatum","hairy cockle"
"1427",74985,"Clinocardium californiense","California cockle"
"1428",74986,"Clinocardium blandum","low-rib cockle"
"1429",75016,"Compsomyax subdiaphanus","milky venus"
"1430",75020,"Saxidomus nuttalli","Washington clam"
"1431",75021,"Saxidomus gigantea","butter clam"
"1432",75025,"Humilaria kennerleyi","Kennerleys venus"
"1433",75030,"Protothaca staminea","Pacific littleneck"
"1434",75092,"Liocyma fluctosa","wavy liocyma"
"1435",75102,"Tresus nuttallii","Pacific gaper"
"1436",75103,"Tresus capax","fat gaper"
"1437",75110,"Mactromeris sp.","Mactromeris sp."
"1438",75111,"Mactromeris polynyma","Arctic surfclam"
"1439",75201,"Tellina sp.","Tellina sp."
"1440",75202,"Tellina carpenteri","carpenter tellin"
"1441",75203,"Tellina nuculoides","salmon tellin"
"1442",75205,"Tellina lutea","Alaska great-tellin"
"1443",75240,"Macoma sp.","Macoma sp."
"1444",75241,"Macoma nasuta","bent-nose macoma"
"1445",75242,"Macoma calcarea","chalky macoma"
"1446",75244,"Macoma secta","white-sand macoma"
"1447",75247,"Macoma brota","heavy macoma"
"1448",75264,"Siliqua sp.","Siliqua sp."
"1449",75266,"Siliqua patula","Pacific razor"
"1450",75267,"Siliqua alta","Alaska razor"
"1451",75284,"Serripes sp.","Serripes sp."
"1452",75285,"Serripes groenlandicus","Greenland cockle"
"1453",75286,"Serripes laperousii","broad cockle"
"1454",75330,"Mya sp.","Mya sp."
"1455",75332,"Mya arenaria","softshell"
"1456",75333,"Mya truncata","truncate softshell"
"1457",75335,"Mya pseudoarenaria","false softshell"
"1458",75336,"Mya elegans","elegant soft shell"
"1459",75372,"Xylophaga californica","Xylophaga californica"
"1460",75381,"Teredinidae (family)","shipworm unid."
"1461",75382,"Bankia setacea","feathery shipworm"
"1462",75410,"Lyonsia arenosa","sandy lyonsia"
"1463",75551,"Cardiomya sp.","Cardiomya sp."
"1464",75600,"Pododesmus macrochisma","Alaska falsejingle"
"1465",75601,"Pododesmus cepio","abalone jingle"
"1466",75605,"Pododesmus sp.","Pododesmus sp."
"1467",75606,"Hinnites (genus)","rock scallops unid."
"1468",75609,"Anomia sp.","Anomia sp."
"1469",75610,"Anomiidae (family)","falsejingles unid."
"1470",77000,"Scaphopoda (class)","scaphopod unid."
"1471",77011,"Dentalium sp.","Dentalium sp."
"1472",77012,"Rhabdus dalli","Dall tuskshell"
"1473",77102,"Compressidens stearnsii","Stearns toothshell"
"1474",78000,"Cephalopoda (class)","cephalopod unid."
"1475",78001,"cuttlefish unident.","Cuttlefish unident."
"1476",78010,"Octopodidae (family)","octopus unid."
"1477",78011,"Cephalopoda (class)","pelagic octopus unid."
"1478",78012,"Benthoctopus leioderma","smoothskin octopus"
"1479",78020,"Octopus sp.","Octopus sp."
"1480",78021,"Japetella heathi","yellowring octopus"
"1481",78030,"Opisthoteuthis californiana","flapjack devilfish"
"1482",78040,"Grimpoteuthis albatrossi","Grimpoteuthis albatrossi"
"1483",78210,"Octopus californicus","North Pacific bigeye octopus"
"1484",78300,"Bolitaenidae","Bolitaenidae"
"1485",78352,"Graneledone boreopacifica","Graneledone boreopacifica"
"1486",78403,"Enteroctopus dofleini","giant octopus"
"1487",78404,"Octopus rubescens","Octopus rubescens"
"1488",78452,"Benthoctopus sp.","Benthoctopus sp."
"1489",78502,"Vampyroteuthis infernalis","vampire squid"
"1490",79000,"Cephalopoda (class)","squid unid."
"1491",79001,"Taningia danae","rhomboid squid"
"1492",79002,"Cephalopoda (class)","squid eggs unid."
"1493",79020,"Rossia pacifica","eastern Pacific bobtail"
"1494",79120,"Doryteuthis opalescens","California market squid"
"1495",79200,"Gonatus sp.","Gonatus sp."
"1496",79201,"Gonatus onyx","clawed armhook squid"
"1497",79202,"Gonatus berryi","Berry armhook squid"
"1498",79203,"Gonatus pyros","fiery armhook squid"
"1499",79204,"Gonatus californiensis","California armhook squid"
"1500",79210,"Berryteuthis magister","magistrate armhook squid"
"1501",79250,"Gonatopsis sp.","Gonatopsis sp."
"1502",79252,"Gonatopsis borealis","boreopacific armhook squid"
"1503",79254,"Gonatopsis makko","makko armhook squid"
"1504",79259,"Ommastrephidae","Ommastrephidae"
"1505",79260,"Ommastrephes bartrami","red flying squid"
"1506",79302,"Moroteuthis robusta","robust clubhook squid"
"1507",79310,"Onychoteuthidae","Onychoteuthidae"
"1508",79311,"Onychoteuthis banksii","common clubhook squid"
"1509",79312,"Onychoteuthis borealijaponicus","boreal clubhook squid"
"1510",79340,"Galiteuthis phyllura","Galiteuthis phyllura"
"1511",79351,"Abraliopsis sp.","Abraliopsis sp."
"1512",79352,"Abraliopsis felis","Abraliopsis felis"
"1513",79403,"Chiroteuthis sp.","Chiroteuthis sp."
"1514",79404,"Chiroteuthis calyx","Chiroteuthis calyx"
"1515",79405,"Cranchia scabra","sandpaper squid"
"1516",79406,"Cranchiidae","Cranchiidae"
"1517",79440,"Taoniinae","Taoniinae"
"1518",79442,"Taonius pavo","Taonius pavo"
"1519",79504,"Octopoteuthis deletron","Octopoteuthis deletron"
"1520",79509,"Histioteuthis sp.","jewel squids"
"1521",79510,"Histioteuthis heteropsis","Histioteuthis heteropsis"
"1522",79512,"Histioteuthis hoylei","Histioteuthis hoylei"
"1523",80000,"Asteroidea (class)","sea star unid."
"1524",80005,"Ceramaster leptoceramus","Ceramaster leptoceramus"
"1525",80006,"Ophioscolax sp.","Ophioscolax sp."
"1526",80010,"Evasterias sp.","Evasterias sp."
"1527",80015,"Evasterias troschelii","mottled sea star"
"1528",80018,"Diamphiodia occidentalis","Diamphiodia occidentalis"
